nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
work-in-france-bo,SocialGouv,GitHub,https://github.com/SocialGouv/work-in-france-bo,Back office de la plateforme de demande d’autorisations provisoires de travail.,False,False,2018-03-30T15:01:45Z,2019-07-16T15:41:50Z,,2,0,Apache License 2.0,5,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/work-in-france-bo/directory/
tps,SocialGouv,GitHub,https://github.com/SocialGouv/tps,demarches-simplifiees.fr,True,False,2018-04-04T07:49:51Z,2018-04-04T07:49:54Z,https://www.demarches-simplifiees.fr,0,0,,0,Ruby,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/tps/directory/
work-in-france-bo-public,SocialGouv,GitHub,https://github.com/SocialGouv/work-in-france-bo-public,Back office public de la plateforme de demande d’autorisations provisoires de travail.,False,False,2018-04-19T07:40:50Z,2019-07-16T15:43:18Z,,0,0,Apache License 2.0,1,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/work-in-france-bo-public/directory/
code-du-travail-numerique,SocialGouv,GitHub,https://github.com/SocialGouv/code-du-travail-numerique,Prototype Code du Travail Numérique,False,False,2018-04-26T08:37:10Z,2019-08-09T17:07:54Z,https://codedutravail-dev.num.social.gouv.fr,22,5,Other,141,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/code-du-travail-numerique/directory/
template.data.gouv.fr.react,SocialGouv,GitHub,https://github.com/SocialGouv/template.data.gouv.fr.react,Template data.gouv implementé en React + next.js,False,False,2018-05-22T07:52:06Z,2018-05-22T14:16:33Z,,0,0,Other,1,JavaScript,,False,
code-du-travail-api,SocialGouv,GitHub,https://github.com/SocialGouv/code-du-travail-api,API du Code du travail numérique,False,True,2018-06-05T08:18:46Z,2018-10-11T08:47:34Z,,0,1,Apache License 2.0,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/code-du-travail-api/directory/
conventions-collectives,SocialGouv,GitHub,https://github.com/SocialGouv/conventions-collectives,,False,False,2018-06-18T08:39:06Z,2018-06-18T08:58:22Z,,0,0,,1,JavaScript,,False,
standup,SocialGouv,GitHub,https://github.com/SocialGouv/standup,,False,False,2018-06-20T15:06:21Z,2019-08-09T23:32:36Z,https://socialgouv.github.io/standup/,0,7,,3,JavaScript,,False,
eMJPM-doc,SocialGouv,GitHub,https://github.com/SocialGouv/eMJPM-doc,documentation,False,False,2018-07-27T09:59:31Z,2019-08-09T00:55:01Z,http://emjpm-doc.num.social.gouv.fr/,0,1,,1,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/eMJPM-doc/directory/
code-du-travail-css,SocialGouv,GitHub,https://github.com/SocialGouv/code-du-travail-css,Templates HTML et CSS pour le Code du Travail numérique,False,True,2018-08-10T14:58:37Z,2018-10-11T08:44:54Z,https://socialgouv.github.io/code-du-travail-css/,0,0,Apache License 2.0,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/code-du-travail-css/directory/
code-du-travail-monitoring,SocialGouv,GitHub,https://github.com/SocialGouv/code-du-travail-monitoring,Monitoring du code du travail numérique,False,False,2018-08-30T13:38:59Z,2018-08-30T15:54:41Z,,0,0,Apache License 2.0,1,,,False,
ds-collector,SocialGouv,GitHub,https://github.com/SocialGouv/ds-collector,collecteur pour demarches-simplifiees,False,False,2018-09-05T08:52:10Z,2019-07-16T15:27:05Z,,1,1,,6,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/ds-collector/directory/
work-in-france-extractor,SocialGouv,GitHub,https://github.com/SocialGouv/work-in-france-extractor,Extract public data for work-in-france,False,False,2018-09-05T15:14:02Z,2019-07-16T15:42:21Z,,0,0,,1,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/work-in-france-extractor/directory/
code-du-travail-ui,SocialGouv,GitHub,https://github.com/SocialGouv/code-du-travail-ui,Composants ReactJS du code du travail numérique,False,True,2018-09-07T12:14:19Z,2018-10-11T08:46:11Z,https://socialgouv.github.io/code-du-travail-ui,1,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/code-du-travail-ui/directory/
code-du-travail-numerique2,SocialGouv,GitHub,https://github.com/SocialGouv/code-du-travail-numerique2,Informations générales projet code-du-travail-numerique,False,True,2018-09-25T08:48:44Z,2018-10-11T08:44:06Z,https://codedutravail.num.social.gouv.fr,0,0,,1,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/code-du-travail-numerique2/directory/
linters,SocialGouv,GitHub,https://github.com/SocialGouv/linters,The Social Gouv linters,False,False,2018-10-11T08:32:58Z,2019-08-08T23:42:59Z,,0,2,Apache License 2.0,3,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/linters/directory/
UDD,SocialGouv,GitHub,https://github.com/SocialGouv/UDD,,False,False,2018-10-18T08:46:29Z,2019-01-23T09:55:48Z,,1,0,,0,,,False,
renovate-config,SocialGouv,GitHub,https://github.com/SocialGouv/renovate-config,Our shared renovate config,False,False,2018-10-19T13:51:52Z,2019-03-22T09:42:38Z,,0,0,,0,,,False,
fce,SocialGouv,GitHub,https://github.com/SocialGouv/fce,,False,False,2018-10-29T15:28:57Z,2018-11-08T12:57:41Z,,0,1,,0,HTML,,False,
ansible-kubeadm-cluster,SocialGouv,GitHub,https://github.com/SocialGouv/ansible-kubeadm-cluster,An Ansible playbook that implements http://kubernetes.io/docs/getting-started-guides/kubeadm,True,False,2018-11-10T17:44:45Z,2018-11-10T17:44:48Z,,0,0,,1,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/ansible-kubeadm-cluster/directory/
ds-dashboard,SocialGouv,GitHub,https://github.com/SocialGouv/ds-dashboard,,False,False,2018-11-16T17:30:40Z,2019-07-21T17:35:34Z,,0,1,,15,JavaScript,,False,
next-routes,SocialGouv,GitHub,https://github.com/SocialGouv/next-routes,Fork of https://github.com/fridays/next-routes,False,False,2018-11-29T15:06:11Z,2018-12-07T08:48:20Z,,0,0,MIT License,1,JavaScript,,False,
code-du-travail-scenarios,SocialGouv,GitHub,https://github.com/SocialGouv/code-du-travail-scenarios,,False,False,2018-12-04T13:55:07Z,2018-12-20T15:30:44Z,,0,1,,1,HTML,,False,
code-du-travail-slides,SocialGouv,GitHub,https://github.com/SocialGouv/code-du-travail-slides,Slides update,False,False,2019-01-08T09:21:19Z,2019-02-26T08:40:20Z,https://socialgouv.github.io/code-du-travail-slides,0,0,,2,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/code-du-travail-slides/directory/
kaligator,SocialGouv,GitHub,https://github.com/SocialGouv/kaligator,helps using KALI dumps (the French Conventions collectives nationales database).,False,False,2019-01-16T09:57:33Z,2019-02-20T11:58:12Z,,0,1,Other,9,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/kaligator/directory/
bootstrap,SocialGouv,GitHub,https://github.com/SocialGouv/bootstrap,Social Gouv Bootstrap monorepo ,False,False,2019-01-17T14:00:54Z,2019-08-07T07:56:00Z,https://socialgouv.github.io/bootstrap/master/docs/,0,0,Apache License 2.0,3,CSS,,False,
dila2sql,SocialGouv,GitHub,https://github.com/SocialGouv/dila2sql,Outils pour générer des bases SQL à partir des jeux de données légales de la DILA,True,False,2019-01-29T10:26:45Z,2019-06-26T09:30:51Z,https://api.dila2sql.num.social.gouv.fr/,4,0,,4,Python,,False,
seminaire,SocialGouv,GitHub,https://github.com/SocialGouv/seminaire,,False,False,2019-01-31T17:05:29Z,2019-01-31T17:18:28Z,,0,0,,8,,,False,
emjpm,SocialGouv,GitHub,https://github.com/SocialGouv/emjpm,Trouver rapidement le bon professionnel pour les majeurs à protéger,False,False,2019-02-01T17:39:21Z,2019-08-08T14:21:48Z,,0,1,Other,160,JavaScript,,False,
legi-postgres,SocialGouv,GitHub,https://github.com/SocialGouv/legi-postgres,legi.py to postgres conversion,True,False,2019-02-05T14:02:23Z,2019-02-19T09:36:26Z,,0,0,Other,0,Shell,,False,
legixplore,SocialGouv,GitHub,https://github.com/SocialGouv/legixplore,Exploration de la base LEGI,True,False,2019-02-08T17:53:06Z,2019-03-27T16:42:14Z,,0,0,,1,JavaScript,,False,
code-du-travail-backoffice,SocialGouv,GitHub,https://github.com/SocialGouv/code-du-travail-backoffice,Back-office d'administration des données du code du travail numérique.,False,False,2019-02-13T11:14:17Z,2019-08-09T07:51:05Z,https://contributions.codedutravail.num.social.gouv.fr,1,1,Other,41,JavaScript,,False,
tremplin,SocialGouv,GitHub,https://github.com/SocialGouv/tremplin,,False,False,2019-02-20T14:33:26Z,2019-06-10T06:54:34Z,,0,1,Apache License 2.0,3,TypeScript,,False,
app-nextjs-node-ts,SocialGouv,GitHub,https://github.com/SocialGouv/app-nextjs-node-ts,,False,False,2019-02-20T21:05:00Z,2019-05-07T13:21:39Z,,1,1,Apache License 2.0,5,TypeScript,,False,
siret2idcc,SocialGouv,GitHub,https://github.com/SocialGouv/siret2idcc,Une API qui renvoie le(s) numéro(s) de Convention Collective d’une entreprise à partir de son SIRET,False,False,2019-03-13T14:00:36Z,2019-04-16T09:51:31Z,https://siret2idcc.num.social.gouv.fr/,4,0,,2,Jupyter Notebook,,False,
traefigit,SocialGouv,GitHub,https://github.com/SocialGouv/traefigit,Maintain and update your traefik.io basic rules with GIT + CI.,False,False,2019-03-14T15:39:12Z,2019-05-16T08:45:37Z,,0,2,,2,JavaScript,,False,
domifa,SocialGouv,GitHub,https://github.com/SocialGouv/domifa,"Faciliter l'accès aux droits pour les personnes sans domicile stable, en simplifiant la gestion de la domiciliation",False,False,2019-03-19T14:29:35Z,2019-07-31T22:41:04Z,https://domifa.num.social.gouv.fr,0,1,Apache License 2.0,12,TypeScript,,False,
datafiller,SocialGouv,GitHub,https://github.com/SocialGouv/datafiller,Custom React forms to edit random data collections,False,False,2019-03-21T17:03:58Z,2019-08-01T10:44:00Z,,2,0,,3,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/datafiller/directory/
egapro,SocialGouv,GitHub,https://github.com/SocialGouv/egapro,Calcul de l'indexe d'égalité femme / homme dans les entreprises,False,False,2019-04-09T10:36:08Z,2019-07-31T10:04:30Z,https://index-egapro.travail.gouv.fr,0,3,Apache License 2.0,8,TypeScript,,False,
ds-aggregator,SocialGouv,GitHub,https://github.com/SocialGouv/ds-aggregator,Collecte de dossiers de plusieurs démarches simplifiées,False,False,2019-04-09T16:11:20Z,2019-08-08T09:36:00Z,,0,1,Apache License 2.0,2,TypeScript,,False,
letor-scores,SocialGouv,GitHub,https://github.com/SocialGouv/letor-scores,JavaScript port of https://github.com/ArmandGiraud/letor_scores/,False,False,2019-04-25T09:41:20Z,2019-08-08T13:53:56Z,,1,0,Apache License 2.0,1,JavaScript,,False,
work-in-france-backoffice,SocialGouv,GitHub,https://github.com/SocialGouv/work-in-france-backoffice,"Back office de Work In France: API public, génération de statistiques, détection de dossiers en souffrance",False,False,2019-05-07T12:22:43Z,2019-07-21T17:37:19Z,,0,2,Apache License 2.0,1,TypeScript,,False,
tocbot,SocialGouv,GitHub,https://github.com/SocialGouv/tocbot,Build a table of contents from headings in an HTML document.,True,False,2019-05-20T12:51:44Z,2019-05-20T12:51:47Z,,0,0,MIT License,0,JavaScript,,False,
dila-tests-api,SocialGouv,GitHub,https://github.com/SocialGouv/dila-tests-api,testing private access to DILA API,False,False,2019-05-22T08:36:00Z,2019-06-21T15:40:07Z,,0,0,,1,Python,,False,
checkup,SocialGouv,GitHub,https://github.com/SocialGouv/checkup,"Distributed, lock-free, self-hosted health checks and status pages",True,False,2019-06-04T07:57:38Z,2019-06-04T07:57:41Z,https://sourcegraph.github.io/checkup,0,0,MIT License,0,Go,,False,
mattermost-plugin-google-calendar,SocialGouv,GitHub,https://github.com/SocialGouv/mattermost-plugin-google-calendar,Mattermost plugin for Google Calendar - In rapid development,True,False,2019-06-04T15:32:19Z,2019-06-04T15:32:23Z,,0,0,Apache License 2.0,1,Go,,False,
archifiltre,SocialGouv,GitHub,https://github.com/SocialGouv/archifiltre,,False,False,2019-06-18T14:43:26Z,2019-08-08T14:17:57Z,,1,1,MIT License,38,HTML,,False,
suggest,SocialGouv,GitHub,https://github.com/SocialGouv/suggest,,False,False,2019-06-24T11:19:05Z,2019-06-24T12:10:45Z,,0,0,,1,JavaScript,,False,
dila-api-client,SocialGouv,GitHub,https://github.com/SocialGouv/dila-api-client,a client for the (currently private) DILA API that publishes the french law,False,False,2019-06-25T13:09:07Z,2019-07-26T08:49:24Z,,0,0,,2,JavaScript,,False,
react-departements,SocialGouv,GitHub,https://github.com/SocialGouv/react-departements,Une carte de France où certains departements peuvent être colorés.,False,False,2019-07-01T07:50:29Z,2019-07-02T16:14:00Z,https://SocialGouv.github.io/react-departements,1,1,,1,JavaScript,"carte,france,map,react,svg",False,
docker,SocialGouv,GitHub,https://github.com/SocialGouv/docker,Shared docker images,False,False,2019-07-03T14:15:11Z,2019-07-04T12:23:04Z,,0,0,Apache License 2.0,1,Python,,False,
bot,SocialGouv,GitHub,https://github.com/SocialGouv/bot,Github bot for @SocialGouv projects.,False,False,2019-07-15T21:31:47Z,2019-07-25T00:04:35Z,,1,0,Other,1,TypeScript,,False,
jest-environment-knex,SocialGouv,GitHub,https://github.com/SocialGouv/jest-environment-knex,Knex Environment in Jest,False,False,2019-07-17T12:09:43Z,2019-08-09T22:32:10Z,,0,0,Apache License 2.0,0,TypeScript,,False,
polyfill-service,SocialGouv,GitHub,https://github.com/SocialGouv/polyfill-service,Automatic polyfill service.,True,False,2019-07-23T09:31:41Z,2019-07-23T09:31:44Z,https://polyfill.io/v3/,0,0,MIT License,0,JavaScript,,False,
emjpm-design,SocialGouv,GitHub,https://github.com/SocialGouv/emjpm-design,Resources design eMJPM,False,False,2019-07-23T14:09:02Z,2019-07-30T13:48:08Z,,0,0,,14,,,False,
kali-data,SocialGouv,GitHub,https://github.com/SocialGouv/kali-data,,False,False,2019-07-26T08:52:00Z,2019-08-05T14:21:16Z,,0,0,,1,JavaScript,,False,
meditor,SocialGouv,GitHub,https://github.com/SocialGouv/meditor,MDX-based Editor and Previewer for React.,False,False,2019-08-02T15:03:54Z,2019-08-10T10:54:13Z,,0,0,Other,0,JavaScript,,False,
emjpm-design-system,SocialGouv,GitHub,https://github.com/SocialGouv/emjpm-design-system,Design system for emjpm based on rebass emotion and theme-ui,False,False,2019-08-05T19:41:00Z,2019-08-09T15:38:36Z,https://emjpm-design-system.netlify.com,0,0,Apache License 2.0,1,JavaScript,,False,
